"ITTER107","Territorio","TIPO_DATO15","Tipo dato","SEXISTAT1","Sesso","CAUSEMORTE_SL","Causa iniziale di morte - European Short List","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF42","Bari","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2017","2017",123,,
"ITF42","Bari","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2018","2018",115,,
"ITF42","Bari","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2019","2019",120,,
"ITF42","Bari","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2020","2020",125,,
"ITF42","Bari","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2021","2021",135,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2010","2010",14,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2011","2011",13,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2012","2012",7,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2013","2013",13,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2014","2014",16,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2015","2015",12,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",14,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",15,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2018","2018",13,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2019","2019",17,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2020","2020",15,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2021","2021",15,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2010","2010",2,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2011","2011",1,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2012","2012",2,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2013","2013",4,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2014","2014",3,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2015","2015",1,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2016","2016",1,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2017","2017",2,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2019","2019",2,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2020","2020",3,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2021","2021",1,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2010","2010",75,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2011","2011",90,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2012","2012",89,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2013","2013",119,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2014","2014",97,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2015","2015",111,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",107,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2017","2017",110,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2018","2018",132,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2019","2019",103,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2020","2020",141,,
"ITF42","Bari","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2021","2021",139,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2010","2010",262,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2011","2011",314,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2012","2012",294,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2013","2013",276,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2014","2014",306,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2015","2015",339,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2016","2016",295,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2017","2017",368,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2018","2018",354,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2019","2019",373,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2020","2020",387,,
"ITF42","Bari","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2021","2021",369,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2010","2010",151,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2011","2011",158,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2012","2012",141,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2013","2013",147,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2014","2014",157,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2015","2015",158,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2016","2016",159,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2017","2017",215,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2018","2018",173,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2019","2019",185,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2020","2020",194,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2021","2021",174,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2010","2010",2,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2011","2011",3,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2012","2012",6,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2013","2013",8,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2015","2015",4,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2016","2016",2,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2017","2017",6,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2018","2018",2,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2019","2019",2,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2020","2020",1,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_1","di cui asma","2021","2021",3,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2010","2010",149,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2011","2011",155,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2012","2012",135,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2013","2013",139,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2014","2014",157,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2015","2015",154,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",157,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2017","2017",209,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2018","2018",171,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2019","2019",183,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2020","2020",193,,
"ITF42","Bari","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2021","2021",171,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2010","2010",117,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2011","2011",117,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2012","2012",124,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2013","2013",107,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2014","2014",108,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2015","2015",104,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",119,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2017","2017",121,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2018","2018",114,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2019","2019",123,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2020","2020",126,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2021","2021",92,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2010","2010",67,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2011","2011",89,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2012","2012",94,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2013","2013",86,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2014","2014",101,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2015","2015",116,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2016","2016",86,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2017","2017",97,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2018","2018",119,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2019","2019",110,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2020","2020",112,,
"ITF42","Bari","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2021","2021",117,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2010","2010",45,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2011","2011",42,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2012","2012",32,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2013","2013",39,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2014","2014",48,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2015","2015",35,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",49,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",48,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2018","2018",48,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2019","2019",44,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2020","2020",51,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2021","2021",39,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2010","2010",8,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2011","2011",19,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2012","2012",8,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2013","2013",9,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2014","2014",10,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2015","2015",10,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",16,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",10,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2018","2018",8,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2019","2019",16,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2020","2020",18,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2021","2021",12,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2010","2010",2,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2011","2011",6,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2012","2012",4,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2013","2013",3,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2014","2014",4,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2015","2015",1,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",4,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",6,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2018","2018",3,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2019","2019",7,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2020","2020",9,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2021","2021",11,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2010","2010",18,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2011","2011",23,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2012","2012",22,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2013","2013",23,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2014","2014",18,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2015","2015",23,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2016","2016",29,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2017","2017",37,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2018","2018",20,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2019","2019",29,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2020","2020",25,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2021","2021",25,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2010","2010",9,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2011","2011",7,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2012","2012",5,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2013","2013",12,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2014","2014",8,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2015","2015",11,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2016","2016",6,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2017","2017",7,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2018","2018",3,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2019","2019",3,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2020","2020",14,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2021","2021",5,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2011","2011",1,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2013","2013",2,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2014","2014",4,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2015","2015",1,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2016","2016",1,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2017","2017",2,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2020","2020",3,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2010","2010",462,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2011","2011",478,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2012","2012",534,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2013","2013",503,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2014","2014",485,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2015","2015",514,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",506,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2017","2017",501,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2018","2018",530,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2019","2019",488,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2020","2020",554,,
"ITF42","Bari","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2021","2021",512,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2010","2010",130,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2011","2011",161,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2012","2012",134,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2013","2013",119,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2014","2014",142,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2015","2015",136,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",158,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2017","2017",133,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2018","2018",136,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2019","2019",133,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2020","2020",140,,
"ITF44","Brindisi","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2021","2021",124,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2010","2010",22,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2011","2011",20,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2012","2012",20,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2013","2013",31,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2014","2014",39,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2015","2015",24,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",32,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2017","2017",23,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2018","2018",57,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2019","2019",42,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2020","2020",28,,
"ITF44","Brindisi","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2021","2021",36,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2010","2010",693,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2011","2011",759,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2012","2012",709,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2013","2013",636,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2014","2014",705,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2015","2015",792,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2016","2016",722,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2017","2017",871,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2018","2018",832,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2019","2019",886,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2020","2020",873,,
"ITF42","Bari","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2021","2021",829,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2010","2010",153,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2011","2011",156,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2012","2012",169,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2013","2013",149,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2014","2014",157,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2015","2015",156,,
"ITF44","Brindisi","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2016","2016",174,,
